class index,filepaths,labels,card type,data set
31,augmented/train/nine of clubs/117_rot270_noisy.png,nine of clubs,nine,augmented_train
13,augmented/train/eight of hearts/150_rot90_clean.png,eight of hearts,eight,augmented_train
5,augmented/train/five of diamonds/135_rot90_clean.png,five of diamonds,five,augmented_train
9,augmented/train/four of hearts/150_rot270_noisy.png,four of hearts,four,augmented_train
38,augmented/train/six of spades/153_rot90_clean.png,six of spades,six,augmented_train
3,augmented/train/jack of spades/171_rot270_noisy.png,jack of spades,jack,augmented_train
48,augmented/train/ace of clubs/117_rot270_noisy.png,ace of clubs,ace,augmented_train
31,augmented/train/nine of clubs/118_rot90_noisy.png,nine of clubs,nine,augmented_train
34,augmented/train/three of hearts/112_rot270_clean.png,three of hearts,three,augmented_train
38,augmented/train/six of spades/154_rot90_noisy.png,six of spades,six,augmented_train
35,augmented/train/two of hearts/153_rot180_noisy.png,two of hearts,two,augmented_train
35,augmented/train/two of hearts/152_rot270_clean.png,two of hearts,two,augmented_train
1,augmented/train/king of clubs/127_rot90_clean.png,king of clubs,king,augmented_train
18,augmented/train/nine of spades/152_rot180_noisy.png,nine of spades,nine,augmented_train
30,augmented/train/queen of spades/158_rot270_clean.png,queen of spades,queen,augmented_train
33,augmented/train/four of clubs/155_rot180_noisy.png,four of clubs,four,augmented_train
49,augmented/train/seven of clubs/107_rot180_clean.png,seven of clubs,seven,augmented_train
15,augmented/train/king of spades/148_rot270_noisy.png,king of spades,king,augmented_train
36,augmented/train/eight of clubs/134_rot180_clean.png,eight of clubs,eight,augmented_train
38,augmented/train/six of spades/155_rot180_clean.png,six of spades,six,augmented_train
22,augmented/train/king of diamonds/133_rot90_clean.png,king of diamonds,king,augmented_train
15,augmented/train/king of spades/149_rot90_clean.png,king of spades,king,augmented_train
45,augmented/train/king of hearts/120_rot270_noisy.png,king of hearts,king,augmented_train
17,augmented/train/two of spades/153_rot180_noisy.png,two of spades,two,augmented_train
24,augmented/train/queen of hearts/135_rot90_clean.png,queen of hearts,queen,augmented_train
25,augmented/train/four of spades/139_rot270_clean.png,four of spades,four,augmented_train
41,augmented/train/six of diamonds/137_rot180_noisy.png,six of diamonds,six,augmented_train
27,augmented/train/seven of hearts/140_rot180_noisy.png,seven of hearts,seven,augmented_train
4,augmented/train/ace of spades/178_rot90_noisy.png,ace of spades,ace,augmented_train
48,augmented/train/ace of clubs/118_rot90_noisy.png,ace of clubs,ace,augmented_train
29,augmented/train/three of diamonds/150_rot270_clean.png,three of diamonds,three,augmented_train
49,augmented/train/seven of clubs/108_rot270_noisy.png,seven of clubs,seven,augmented_train
52,augmented/train/queen of clubs/155_rot270_noisy.png,queen of clubs,queen,augmented_train
0,augmented/train/eight of spades/133_rot270_noisy.png,eight of spades,eight,augmented_train
5,augmented/train/five of diamonds/136_rot180_clean.png,five of diamonds,five,augmented_train
9,augmented/train/four of hearts/151_rot90_clean.png,four of hearts,four,augmented_train
43,augmented/train/six of clubs/150_rot270_noisy.png,six of clubs,six,augmented_train
14,augmented/train/ten of diamonds/147_rot270_noisy.png,ten of diamonds,ten,augmented_train
4,augmented/train/ace of spades/179_rot180_clean.png,ace of spades,ace,augmented_train
18,augmented/train/nine of spades/153_rot180_noisy.png,nine of spades,nine,augmented_train
41,augmented/train/six of diamonds/138_rot90_noisy.png,six of diamonds,six,augmented_train
35,augmented/train/two of hearts/154_rot90_clean.png,two of hearts,two,augmented_train
30,augmented/train/queen of spades/159_rot180_noisy.png,queen of spades,queen,augmented_train
14,augmented/train/ten of diamonds/148_rot180_noisy.png,ten of diamonds,ten,augmented_train
4,augmented/train/ace of spades/180_rot180_noisy.png,ace of spades,ace,augmented_train
44,augmented/train/ten of hearts/128_rot270_clean.png,ten of hearts,ten,augmented_train
35,augmented/train/two of hearts/155_rot180_noisy.png,two of hearts,two,augmented_train
30,augmented/train/queen of spades/160_rot180_noisy.png,queen of spades,queen,augmented_train
46,augmented/train/ace of diamonds/126_rot90_noisy.png,ace of diamonds,ace,augmented_train
45,augmented/train/king of hearts/121_rot90_noisy.png,king of hearts,king,augmented_train
52,augmented/train/queen of clubs/156_rot90_noisy.png,queen of clubs,queen,augmented_train
37,augmented/train/seven of spades/163_rot270_clean.png,seven of spades,seven,augmented_train
31,augmented/train/nine of clubs/119_rot180_clean.png,nine of clubs,nine,augmented_train
5,augmented/train/five of diamonds/137_rot90_clean.png,five of diamonds,five,augmented_train
9,augmented/train/four of hearts/152_rot270_noisy.png,four of hearts,four,augmented_train
21,augmented/train/joker/115_rot270_clean.png,joker,joker,augmented_train
26,augmented/train/ten of clubs/138_rot270_clean.png,ten of clubs,ten,augmented_train
29,augmented/train/three of diamonds/151_rot270_noisy.png,three of diamonds,three,augmented_train
28,augmented/train/two of diamonds/131_rot180_clean.png,two of diamonds,two,augmented_train
33,augmented/train/four of clubs/156_rot180_noisy.png,four of clubs,four,augmented_train
2,augmented/train/jack of hearts/165_rot90_noisy.png,jack of hearts,jack,augmented_train
44,augmented/train/ten of hearts/129_rot270_clean.png,ten of hearts,ten,augmented_train
26,augmented/train/ten of clubs/139_rot90_noisy.png,ten of clubs,ten,augmented_train
32,augmented/train/queen of diamonds/160_rot180_noisy.png,queen of diamonds,queen,augmented_train
51,augmented/train/two of clubs/128_rot180_clean.png,two of clubs,two,augmented_train
28,augmented/train/two of diamonds/132_rot270_noisy.png,two of diamonds,two,augmented_train
48,augmented/train/ace of clubs/119_rot90_noisy.png,ace of clubs,ace,augmented_train
31,augmented/train/nine of clubs/120_rot90_clean.png,nine of clubs,nine,augmented_train
37,augmented/train/seven of spades/164_rot90_clean.png,seven of spades,seven,augmented_train
13,augmented/train/eight of hearts/151_rot90_clean.png,eight of hearts,eight,augmented_train
36,augmented/train/eight of clubs/135_rot270_noisy.png,eight of clubs,eight,augmented_train
46,augmented/train/ace of diamonds/127_rot180_noisy.png,ace of diamonds,ace,augmented_train
47,augmented/train/five of spades/157_rot90_clean.png,five of spades,five,augmented_train
6,augmented/train/three of spades/138_rot270_noisy.png,three of spades,three,augmented_train
48,augmented/train/ace of clubs/120_rot180_noisy.png,ace of clubs,ace,augmented_train
46,augmented/train/ace of diamonds/128_rot180_noisy.png,ace of diamonds,ace,augmented_train
42,augmented/train/seven of diamonds/123_rot270_noisy.png,seven of diamonds,seven,augmented_train
20,augmented/train/nine of hearts/132_rot180_noisy.png,nine of hearts,nine,augmented_train
37,augmented/train/seven of spades/165_rot90_noisy.png,seven of spades,seven,augmented_train
52,augmented/train/queen of clubs/157_rot90_clean.png,queen of clubs,queen,augmented_train
2,augmented/train/jack of hearts/166_rot180_noisy.png,jack of hearts,jack,augmented_train
0,augmented/train/eight of spades/134_rot270_noisy.png,eight of spades,eight,augmented_train
1,augmented/train/king of clubs/128_rot180_clean.png,king of clubs,king,augmented_train
3,augmented/train/jack of spades/172_rot180_noisy.png,jack of spades,jack,augmented_train
32,augmented/train/queen of diamonds/161_rot180_noisy.png,queen of diamonds,queen,augmented_train
4,augmented/train/ace of spades/181_rot270_clean.png,ace of spades,ace,augmented_train
52,augmented/train/queen of clubs/158_rot270_clean.png,queen of clubs,queen,augmented_train
9,augmented/train/four of hearts/153_rot180_noisy.png,four of hearts,four,augmented_train
45,augmented/train/king of hearts/122_rot270_clean.png,king of hearts,king,augmented_train
5,augmented/train/five of diamonds/138_rot90_noisy.png,five of diamonds,five,augmented_train
39,augmented/train/five of clubs/149_rot180_noisy.png,five of clubs,five,augmented_train
6,augmented/train/three of spades/139_rot90_noisy.png,three of spades,three,augmented_train
12,augmented/train/five of hearts/135_rot270_noisy.png,five of hearts,five,augmented_train
52,augmented/train/queen of clubs/159_rot90_clean.png,queen of clubs,queen,augmented_train
8,augmented/train/eight of diamonds/157_rot270_clean.png,eight of diamonds,eight,augmented_train
31,augmented/train/nine of clubs/121_rot270_noisy.png,nine of clubs,nine,augmented_train
19,augmented/train/ace of hearts/171_rot90_noisy.png,ace of hearts,ace,augmented_train
27,augmented/train/seven of hearts/141_rot90_noisy.png,seven of hearts,seven,augmented_train
31,augmented/train/nine of clubs/122_rot270_clean.png,nine of clubs,nine,augmented_train
31,augmented/train/nine of clubs/123_rot90_clean.png,nine of clubs,nine,augmented_train
32,augmented/train/queen of diamonds/162_rot270_noisy.png,queen of diamonds,queen,augmented_train
17,augmented/train/two of spades/155_rot180_clean.png,two of spades,two,augmented_train
10,augmented/train/ten of spades/157_rot90_clean.png,ten of spades,ten,augmented_train
43,augmented/train/six of clubs/151_rot90_noisy.png,six of clubs,six,augmented_train
17,augmented/train/two of spades/154_rot180_noisy.png,two of spades,two,augmented_train
40,augmented/train/three of clubs/124_rot90_clean.png,three of clubs,three,augmented_train
38,augmented/train/six of spades/156_rot270_noisy.png,six of spades,six,augmented_train
12,augmented/train/five of hearts/136_rot270_noisy.png,five of hearts,five,augmented_train
0,augmented/train/eight of spades/135_rot180_clean.png,eight of spades,eight,augmented_train
24,augmented/train/queen of hearts/136_rot90_noisy.png,queen of hearts,queen,augmented_train
52,augmented/train/queen of clubs/160_rot90_noisy.png,queen of clubs,queen,augmented_train
47,augmented/train/five of spades/158_rot270_noisy.png,five of spades,five,augmented_train
10,augmented/train/ten of spades/158_rot270_clean.png,ten of spades,ten,augmented_train
18,augmented/train/nine of spades/154_rot180_noisy.png,nine of spades,nine,augmented_train
22,augmented/train/king of diamonds/134_rot90_noisy.png,king of diamonds,king,augmented_train
25,augmented/train/four of spades/140_rot90_noisy.png,four of spades,four,augmented_train
11,augmented/train/four of diamonds/113_rot90_clean.png,four of diamonds,four,augmented_train
45,augmented/train/king of hearts/123_rot180_noisy.png,king of hearts,king,augmented_train
51,augmented/train/two of clubs/129_rot180_clean.png,two of clubs,two,augmented_train
24,augmented/train/queen of hearts/137_rot180_clean.png,queen of hearts,queen,augmented_train
34,augmented/train/three of hearts/113_rot270_noisy.png,three of hearts,three,augmented_train
46,augmented/train/ace of diamonds/129_rot180_clean.png,ace of diamonds,ace,augmented_train
8,augmented/train/eight of diamonds/158_rot270_clean.png,eight of diamonds,eight,augmented_train
39,augmented/train/five of clubs/150_rot90_noisy.png,five of clubs,five,augmented_train
36,augmented/train/eight of clubs/136_rot90_clean.png,eight of clubs,eight,augmented_train
41,augmented/train/six of diamonds/139_rot90_clean.png,six of diamonds,six,augmented_train
8,augmented/train/eight of diamonds/159_rot180_noisy.png,eight of diamonds,eight,augmented_train
16,augmented/train/six of hearts/127_rot270_noisy.png,six of hearts,six,augmented_train
22,augmented/train/king of diamonds/135_rot90_noisy.png,king of diamonds,king,augmented_train
28,augmented/train/two of diamonds/133_rot90_noisy.png,two of diamonds,two,augmented_train
52,augmented/train/queen of clubs/161_rot270_clean.png,queen of clubs,queen,augmented_train
6,augmented/train/three of spades/140_rot270_clean.png,three of spades,three,augmented_train
50,augmented/train/nine of diamonds/129_rot180_noisy.png,nine of diamonds,nine,augmented_train
26,augmented/train/ten of clubs/140_rot270_noisy.png,ten of clubs,ten,augmented_train
2,augmented/train/jack of hearts/167_rot180_noisy.png,jack of hearts,jack,augmented_train
9,augmented/train/four of hearts/154_rot180_clean.png,four of hearts,four,augmented_train
38,augmented/train/six of spades/157_rot180_clean.png,six of spades,six,augmented_train
24,augmented/train/queen of hearts/138_rot270_clean.png,queen of hearts,queen,augmented_train
27,augmented/train/seven of hearts/143_rot180_noisy.png,seven of hearts,seven,augmented_train
29,augmented/train/three of diamonds/152_rot270_clean.png,three of diamonds,three,augmented_train
14,augmented/train/ten of diamonds/149_rot90_clean.png,ten of diamonds,ten,augmented_train
40,augmented/train/three of clubs/125_rot90_clean.png,three of clubs,three,augmented_train
27,augmented/train/seven of hearts/142_rot90_clean.png,seven of hearts,seven,augmented_train
2,augmented/train/jack of hearts/168_rot90_noisy.png,jack of hearts,jack,augmented_train
36,augmented/train/eight of clubs/137_rot90_clean.png,eight of clubs,eight,augmented_train
33,augmented/train/four of clubs/157_rot180_clean.png,four of clubs,four,augmented_train
20,augmented/train/nine of hearts/133_rot180_noisy.png,nine of hearts,nine,augmented_train
30,augmented/train/queen of spades/161_rot90_noisy.png,queen of spades,queen,augmented_train
15,augmented/train/king of spades/150_rot270_noisy.png,king of spades,king,augmented_train
40,augmented/train/three of clubs/126_rot90_clean.png,three of clubs,three,augmented_train
